domain,priority,reason,flame_tp_ids,soa_email,ssl_org,ssl_serial,visual_hash
152news.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,d13d16434bc4dcd5
136betcasino.info,0,"FLAME:TP-0012,TP-0036","TP-0012,TP-0036",dns@cloudflare.com,,,
125bet.info,0,"FLAME:TP-0012,TP-0036","TP-0012,TP-0036",dns@cloudflare.com,,,
154news.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,d13d16434bc4dcd5
15winbet.info,0,"FLAME:TP-0036,TP-0051","TP-0036,TP-0051",dns@cloudflare.com,,,
161betlogin.info,0,"FLAME:TP-0001,TP-0036","TP-0001,TP-0036",dns@cloudflare.com,,,
15057722.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
18dealblast.com,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,
15057777.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
166886.xyz,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",freednsadmin@dnspod.com,,,
1gmail.com,0,FLAME:TP-0001,TP-0001,hostmaster@trellian.com,,,
188betthethao.org,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,
17890714.xyz,0,FLAME:TP-0041,TP-0041,hostmaster@gandi.net,,,de4c31736492b365
161jjj161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
161aaa161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
161ww161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
15057799.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
161ii161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
161fff161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
15057700.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
161ooo161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
0accounts.com,0,FLAME:TP-0001,TP-0001,abuse@fff.vg,,,
1769www.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@hichina.com,,,
10minuteinbox.com,0,FLAME:TP-0043,TP-0043,dns@cloudflare.com,,,
15h.ru,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dnsmanager@hostiman.ru,,,
18plusgamblingcasinos.com,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,
1820mail.vip,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,c5bd2f202c0b1cdf
10minutesmail.com,0,FLAME:TP-0043,TP-0043,dns@cloudflare.com,,,bbcbc03c8db07863
161yyy161.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
188betapk.net,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,
161332.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",master@share-dns.com,,,
20bentstbrighton.com,0,"FLAME:TP-0036,TP-0063","TP-0036,TP-0063",dns@cloudflare.com,,,
1cryptodarkmarket.com,0,"FLAME:TP-0042,TP-0044,TP-0048,TP-0049","TP-0042,TP-0044,TP-0048,TP-0049",dns@cloudflare.com,,,
1blackmoon.com,0,"FLAME:TP-0042,TP-0048,TP-0061","TP-0042,TP-0048,TP-0061",dns@cloudflare.com,,,
1phbet.info,0,"FLAME:TP-0001,TP-0036","TP-0001,TP-0036",dns@cloudflare.com,,,
2227728.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
2022darkmarkets.com,0,"FLAME:TP-0042,TP-0048,TP-0061","TP-0042,TP-0048,TP-0061",dns@cloudflare.com,,,
1home.urgntx.com,0,FLAME:TP-0001,TP-0001,,,,
18dewa.com,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,
206534.com,0,"FLAME:TP-0036,TP-0063","TP-0036,TP-0063",dns@cloudflare.com,,,c1817e7a371cc9e1
18naga.net,0,"FLAME:TP-0001,TP-0019","TP-0001,TP-0019",dns@cloudflare.com,,,
1ckursy.ru,0,"FLAME:TP-0001,TP-0043","TP-0001,TP-0043",dns@cloudflare.com,,,
212bet.info,0,"FLAME:TP-0001,TP-0036,TP-0063","TP-0001,TP-0036,TP-0063",dns@cloudflare.com,,,
2023socialdividend.org.com,0,"FLAME:TP-0001,TP-0019","TP-0001,TP-0019",,,,
212betlogin.net,0,"FLAME:TP-0001,TP-0036,TP-0063","TP-0001,TP-0036,TP-0063",dns@cloudflare.com,,,
22ccf.com,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
1208designs.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
234927.com,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,
1aaawholesalemerchandise.com,0,"FLAME:TP-0017,TP-0036,TP-0043","TP-0017,TP-0036,TP-0043",master@share-dns.com,,,
1hotmail.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",azuredns-hostmaster@microsoft.com,,,
26564.xyz,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,c1817e7a371cc9e1
136.cn.com,0,"FLAME:TP-0012,TP-0036","TP-0012,TP-0036",dns@cloudflare.com,,,ee383c96c049b9b6
242nn.net,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,c6b055f512758bb2
24betcasino.info,0,FLAME:TP-0015,TP-0015,dns@cloudflare.com,,,
222wincasino.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
26pg.com,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",master@share-dns.com,,,
234wincasino.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
27384.com,0,"FLAME:TP-0042,TP-0048","TP-0042,TP-0048",dns@cloudflare.com,,,c6b055f512758bb2
2.pl,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",biuro@ut.pl,,,
188bet.sa.com,0,FLAME:TP-0019,TP-0019,dns@cloudflare.com,,,959ed0d94463133f
2var.com,0,FLAME:TP-0001,TP-0001,servers@mysecurecloudhost.com,,,
12904.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
31homerroad.com,0,FLAME:TP-0043,TP-0043,dns@cloudflare.com,,,c6b055f512758bb2
27betapp.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
30150005.com,0,"FLAME:TP-0001,TP-0015","TP-0001,TP-0015",dns@cloudflare.com,,,c6b055f512758bb2
2jbetdownload.com,0,FLAME:TP-0015,TP-0015,dns@cloudflare.com,,,
3reyescasino.info,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
23.8.dnsabr.com,0,"FLAME:TP-0042,TP-0043","TP-0042,TP-0043",,,,e6d2182de5420ebf
2jilicasino.com,0,FLAME:TP-0015,TP-0015,dns@cloudflare.com,,,
2phcomcasinologin.com,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
267918.com,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
2ezbet.com,0,FLAME:TP-0015,TP-0015,dns@cloudflare.com,,,
24ncasino.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
470qs.com,0,FLAME:TP-0060,TP-0060,dns@cloudflare.com,,,8000800080008000
2phcasinologin.net,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
3doggrafx.com,0,"FLAME:TP-0041,TP-0042,TP-0043","TP-0041,TP-0042,TP-0043",dns@cloudflare.com,,,
206806.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dnsadmin@cdnetworks.com,,,
28betcasino.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
2lottery8.com,0,FLAME:TP-0015,TP-0015,dns@cloudflare.com,,,
289winbet.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
2phcasino.net,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
2qbet.info,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
2014mail.ru,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",monitor@hosterdaddy.com,,,
4virus.com,0,"FLAME:TP-0043,TP-0035","TP-0043,TP-0035",dns@cloudflare.com,,,
456bet1.org,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
4sy2e6a.crankymonkey.info,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@trellian.com,,,
224lll.com,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,
456win.info,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
224hhh.com,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,
350qs.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",master@share-dns.com,,,
4777cxlogin.com,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,
4777cxgame.com,0,FLAME:TP-0060,TP-0060,dns@cloudflare.com,,,
4777cxapk.com,0,"FLAME:TP-0017,TP-0026","TP-0017,TP-0026",dns@cloudflare.com,,,
466betapp.net,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
4abet.info,0,"FLAME:TP-0017,TP-0026","TP-0017,TP-0026",dns@cloudflare.com,,,
516qs.com,0,"FLAME:TP-0043,TP-0035","TP-0043,TP-0035",dns@cloudflare.com,,,8000800080008000
38yahoo.com,0,FLAME:TP-0001,TP-0001,master@share-dns.com,,,
524446913.xyz,0,"FLAME:TP-0041,TP-0042,TP-0043","TP-0041,TP-0042,TP-0043",dns@cloudflare.com,,,91c65b3a6bb1295c
510014.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,e698abd0a57a10ee
4betcasino.info,0,"FLAME:TP-0017,TP-0026","TP-0017,TP-0026",dns@cloudflare.com,,,
4winbet.info,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
32.rs,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
505bet7.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
50betapp.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
50betcasino.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
518799.xyz,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,c1817e7a371cc9e1
500jlcasino.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
50jilicasino.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
518bet.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
2situs.com,0,FLAME:TP-0001,TP-0001,dns@cloudflare.com,,,b369cd8acc68117d
242productionsdj.com,0,"FLAME:TP-0036,TP-0043","TP-0036,TP-0043",dnsadmin@dnsip.com,,,
20gmail.co.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,d13d16434bc4dcd5
518bet12.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
223gamail.co.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,d13d16434bc4dcd5
419833.com,0,FLAME:TP-0043,TP-0043,dns@cloudflare.com,,,
51gameapp.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
51gamelottery.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
51clublottery.info,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dns@cloudflare.com,,,
520572.xyz,0,"FLAME:TP-0001,TP-0067","TP-0001,TP-0067",dns@cloudflare.com,,,
5500bet7.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
40az.com,0,"FLAME:TP-0017,TP-0026","TP-0017,TP-0026",master@share-dns.com,,,8791f8ce93278966
52betapp.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
5-mod.ru,0,"FLAME:TP-0023,TP-0043","TP-0023,TP-0043",dns@cloudflare.com,,,95dc40334fcc2f33
500qf.com,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",freednsadmin@dnspod.com,,,
52lotterylogin.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
22-bet.org,0,"FLAME:TP-0001,TP-0036,TP-0063","TP-0001,TP-0036,TP-0063",root-cpanel@fozzy.com,,,95a55af346072f1a
4audiocassettes.com,0,FLAME:TP-0043,TP-0043,root@xserver.jp,,,
555uh.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
5557betcasinologin.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
2184445.com,0,"FLAME:TP-0042,TP-0048","TP-0042,TP-0048",root@2184445.com,,,c54a6aa53cb63e92
529qs.com,0,FLAME:TP-0042,TP-0042,master@share-dns.com,,,
555okcasino.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
47bmt.com,0,FLAME:TP-0042,TP-0042,dns@cloudflare.com,,,
4collectors.com,0,FLAME:TP-0043,TP-0043,dnsadmin@dondominio.com,,,
555bmwcasino.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
55acecasino.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
4k5.net,0,"FLAME:TP-0036,TP-0054","TP-0036,TP-0054",dnsadmin@dnsip.com,,,
5588bet1.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
5577betcom.info,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
5202016.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@hichina.com,,,
4057.com,0,FLAME:TP-0043,TP-0043,hostmaster@hichina.com,,,
55bbbet.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
567win1.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
55betcasino.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
567jlcasino.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
4clipart.com,0,FLAME:TP-0043,TP-0043,dns@cloudflare.com,,,f8b0034efcb1f10e
576qs.com,0,"FLAME:TP-0001,TP-0043","TP-0001,TP-0043",dns@cloudflare.com,,,8000800080008000
567jili.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
603gmail.com,0,FLAME:TP-0001,TP-0001,info@name-services.com,,,
51tiemo.com,0,"FLAME:TP-0042,TP-0043","TP-0042,TP-0043",root@ns1.tryjourney.click,,,
567slotsbetbet.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
6690288.com,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
5699casino.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
568ac.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
55qqbet.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
5gjilicasino.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
18dewa.net,0,FLAME:TP-0036,TP-0036,hostmaster@18dewa.net,,,971e396047ad9596
639jilicasino.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
58jlvip.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
56jlcasino.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
5777bdtapp.net,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
666betcasino.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
616bet1.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
666betcasino.info,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
600betlucky.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
5777cxdownload.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
666jilicomlogin.com,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
666winapplogin.com,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
5788hy.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,84497b1e3eb46d91
639jl75.com,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
666casino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
666wgameapk.net,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
666winrealmoney.com,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
667betloginentrar.net,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
667bet.info,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
5566178.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@nsone.net,,,
66aabet.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
66br88.com,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
66clubbet.com,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
66ffbet.com,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
66winbet.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
66betcasino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
557652.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
755gmail.com,0,"FLAME:TP-0002,TP-0011","TP-0002,TP-0011",,,,
66vipbet.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
684casino.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
66zzcasino.net,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
66vvbet.com,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
66betlogin.info,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
67z8.com,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,b9f3c64c6c909b64
6789fccom.com,0,"FLAME:TP-0013,TP-0017","TP-0013,TP-0017",dns@cloudflare.com,,,
684casinologin.com,0,FLAME:TP-0013,TP-0013,dns@cloudflare.com,,,
73999r.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
677betcasino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
68jilicasinologin.com,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
68jlcasino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
5tn.ru,0,FLAME:TP-0001,TP-0001,dnsmanager@hostiman.ru,,,
67899bet.com,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
69jilicasino.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
688jilicasino.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
6gbetcasino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
68wim.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
6961666.com,0,FLAME:TP-0015,TP-0015,nsadmin@xundns.com,,,
55586555.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",nsadmin@xundns.com,,,
711phcasino.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
7075plataforma.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
50plusfitnesscenters.com,0,"FLAME:TP-0019,TP-0042","TP-0019,TP-0042",hostmastersh@50plusfitnesscenters.com,,,8b7f503578957845
54giaml.co.com,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,a4ce6a6ccb924d99
715bet18.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
51.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 65),TP-0012,enterprise2dnsadmin@dnspod.com,,,aed3f98c91638c4c
76ncom.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
69casino.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
70bet4.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
765betcom.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
73betlogin.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
709827.com,0,"FLAME:TP-0042,TP-0043","TP-0042,TP-0043",master@share-dns.com,,,
76nplataforma.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777betcasino.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
845574.com,0,"FLAME:TP-0042,TP-0043","TP-0042,TP-0043",nsadmin@xundns.com,,,
8352p.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
6668288.com,0,"FLAME:TP-0042,TP-0043","TP-0042,TP-0043",hostmaster@6668288.com,,,
777pubapp.info,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
76nbet.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777phslot.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777kingcom.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777tiger6.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777pubapk.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
7f9k.dpdns.org,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",dns@cloudflare.com,,,
777tez.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
68yahoo.com,0,FLAME:TP-0015,TP-0015,master@share-dns.com,,,
777tezgame.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
5566368.com,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",master@jmdns.com,,,
777xpgameonline.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777xpgamepk.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
77pinas.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
8mhe6q1.crankymonkey.info,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@trellian.com,,,
1abccloseouts.com,0,FLAME:TP-0043,TP-0043,admin@taoa.com,,,f34ae6b590c0c597
777slots-online.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,d1972e783585e10f
77bet1.info,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
80betgame.info,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
78brlbet.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
93ki.com,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
777slotsbet.net,0,FLAME:TP-0017,TP-0017,dns@cloudflare.com,,,
9usr.crankymonkey.info,0,FLAME:TP-0042,TP-0042,hostmaster@trellian.com,,,
80jiliph.info,0,"FLAME:TP-0001,TP-0012","TP-0001,TP-0012",dns@cloudflare.com,,,
9us9b4.gomuluffy.store,0,FLAME:TP-0001,TP-0001,support@namecheap.com,,,
888pgvip.net,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
888win9.net,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
7f777.info,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
888slotapps.com,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
a2nb86q.crankymonkey.info,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@trellian.com,,,
a3t7dwq.crankymonkey.info,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",hostmaster@trellian.com,,,
8857login.net,0,FLAME:TP-0036,TP-0036,dns@cloudflare.com,,,
88gamesbr.com,0,"FLAME:TP-0017,TP-0058","TP-0017,TP-0058",dns@cloudflare.com,,,
88betag.net,0,FLAME:TP-0012,TP-0012,dns@cloudflare.com,,,
