mx_host,domain_count,primary_asn
mail.episcopalmy.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.episcomails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.episcopalifml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.epididyfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gwi.com.tw,1,"AS3462 (HINET Data Communication Business Group, TW)"
mail.epistmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.episemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
grr.la,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
mail.epithelmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.epithalaml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.epithelimails.ru,1,"AS12586 (ASGHOSTNET, DE)"
tempmail.epmmo.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.epithafml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.epitomi.ru,1,"AS12586 (ASGHOSTNET, DE)"
mailin1.goodmood.co.uk,1,
mail.grand-me.club,1,"AS16276 (OVH, FR)"
mail.epomail.com,1,"AS32097 (WII - WholeSale Internet, Inc., US)"
mail.grupobhk.com,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
epshop.online,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
f.omail.cc,1,
vlmx-air.secure.ne.jp,1,
emailhere.info,1,
gshub-ltd.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.wuaze.com,1,"AS34119 (WILDCARD-AS Wildcard UK Limited, GB)"
mail.eqimail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.eq-trainer.ru,1,"AS44094 (WEBHOST1-AS, RU)"
mx1.gspousea.com,1,"AS200107 (KL-EXT, CH)"
a991136.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.equalisfmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.equifirst.in,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.equafmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.eposta.work,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
_dc-mx.7a8fb726c194.grbto.net,1,"AS51167 (CONTABO, DE)"
equipmentsfinances-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.equivara.cfd,1,"AS203446 (AS203446, GB)"
mail.equatmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.greaterhouse.org,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.equimolmale.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.equmalary.ru,1,"AS12586 (ASGHOSTNET, DE)"
gthw-com.mx1.arsmtp.com,1,"AS53780 (AS-APPRIVER - APPRIVER LLC, US)"
mail.equivofl.com,1,"AS12586 (ASGHOSTNET, DE)"
m.gtptk.com,1,"AS401696 (COGNETCLOUD - cognetcloud INC, US)"
mail.equivolity.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gtwaddress.com,1,"AS47583 (AS-HOSTINGER, CY)"
mx-post.erahods.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ercohomes.ca,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
gtmail.site,1,"AS42846 (GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR)"
mail.entipat.com,1,"AS47583 (AS-HOSTINGER, CY)"
mx2.gu5t.com,1,"AS200107 (KL-EXT, CH)"
mail.erermail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
gregorheating-co-uk.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.entomophtrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.guerrillamail.biz,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
_dc-mx.1d1000604dfb.guerrillamail.org,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
_dc-mx.8b0dfaa65e94.guerrillamail.net,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
mail.guerrillamailblock.com,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
mail.entrepremail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.guerrillamail.de,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
_dc-mx.95642e8dce05.guerrillamail.info,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
smtp-in.erine.email,1,"AS16276 (OVH, FR)"
mail.ericsupport.com,1,"AS40021 (CONTABO-40021 - Contabo Inc., US)"
mx1.gugoumail.com,1,"AS24940 (HETZNER-AS, DE)"
mail.ermael.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.guidance.billieholidayhubs.click,1,"AS51167 (CONTABO, DE)"
mail.guerraepaz.org.br,1,"AS16276 (OVH, FR)"
imap.mail.webnode.com,1,"AS39729 (REGISTER-AS, IT)"
mail.erodifl.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erpin.org,1,"AS3842 (RAMNODE - InMotion Hosting, Inc., US)"
mail.eroticimail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erosfml.com,1,"AS12586 (ASGHOSTNET, DE)"
owa.dgm.bg,1,"AS48115 (DGM-AS Sofia, Bulgaria, BG)"
mail.erotogrmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erotopaemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erotomails.ru,1,"AS12586 (ASGHOSTNET, DE)"
errorid.com,1,"AS16276 (OVH, FR)"
mx.ertemaik.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.erviomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erysipelfml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.ervmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.erythml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.erythrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.erythrocinf.com,1,"AS12586 (ASGHOSTNET, DE)"
mx.gundogtrainerarkansas.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mail.erythroblasfmus.ru,1,"AS12586 (ASGHOSTNET, DE)"
a113362.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.erythroblmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.erythrocytinf.com,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.1449d0009f6a.growseo.com,1,"AS32244 (LIQUIDWEB - Liquid Web, L.L.C, US)"
mail.esdruns.com,1,"AS47583 (AS-HOSTINGER, CY)"
epimymail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mail.epinefmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gunlukhavadurumu.net,1,"AS211851 (WEB9-YAZILIM-BILISIM-HIZMETLERI, TR)"
mail.epipemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.epiphyllmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.guysmail.com,1,"AS16276 (OVH, FR)"
escortsdudley.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.gutturo.ru,1,"AS12586 (ASGHOSTNET, DE)"
msn.eshimod.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.esgame.pl,1,"AS41079 (CF-GDA, PL)"
mailserver.businessidentity.llc,1,"AS394456 (EPIK-LLC - Epik LLC, US)"
mail.gutturalmalis.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.guron.ru,1,"AS29182 (RU-JSCIOT, RU)"
mail.eschaumail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.escholcreations.com,1,"AS38719 (DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU)"
esckiz.xyz,1,"AS132420 (E2E-NETWORKS-IN 282, Sector 19, IN)"
mail.gwaliorchemicals.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.gwarek.com.pl,1,"AS41079 (CF-GDA, PL)"
esmeraldamagina.com,1,"AS34762 (COMBELL-AS, BE)"
mail.gwaccounting.com.au,1,"AS38719 (DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU)"
mail.gwe.net,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
gweiss-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.b5812e2eb391.gwenbd94.com,1,"AS51167 (CONTABO, DE)"
mail.gwanime.com,1,"AS53850 (GORILLASERVERS - GorillaServers, Inc., US)"
emailband.com,1,"AS47583 (AS-HOSTINGER, CY)"
esportslatam-com01i.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.gwdemolition.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.gwfd.com,1,"AS4906 (FDS-01 - Frontline Communications, US)"
mail.gw.to,1,"AS42831 (UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB)"
mail.gwinner.de,1,"AS200924 (SIS2, DE)"
mail.gw-elec.co.uk,1,"AS20738 (GD-EMEA-DC-LD5, GB)"
mail.gwe.com.au,1,"AS4764 (WIDEBAND-AS-AP Aussie Broadband, AU)"
espiraldevendas-com-br.mail.protection.outlook.com,1,
gwinnettschoolofdance-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.gwhizmedia.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mailstd-04.zth.netdesignhost.com,1,"AS135161 (GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., JP)"
mail.emailbin.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.gwgms.de,1,"AS8893 (ARTFILES-AS Artfiles New Media GmbH, DE)"
email.gwjlaw.com,1,"AS3356 (LEVEL3 - Level 3 Parent, LLC, US)"
mail.gwerin.com,1,"AS20860 (IOMART-AS, GB)"
bslmsn.essayssolution.com,1,"AS209605 (HOSTBALTIC, LT)"
mail.esponamail.com,1,"AS12586 (ASGHOSTNET, DE)"
espismail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mail.gwivs.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.gwsolutions.ca,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mail.gwmmedia.com,1,"AS55293 (A2HOSTING - A2 Hosting, Inc., US)"
_dc-mx.2028ba539df3.emailcloudhub.uk,1,"AS18450 (WEBNX - WebNX, Inc., US)"
mail.gwalegal.pl,1,"AS29522 (CF-KRK, PL)"
mail.gwtgp.com,1,"AS398101 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
emaildark.fr.nf,1,"AS16276 (OVH, FR)"
surat.gwk.id,1,"AS140388 (IDNIC-GARISWAKTU-AS-ID PT. Garis Waktu Kita, ID)"
mail.gwerders.ch,1,"AS24940 (HETZNER-AS, DE)"
mail.gwerk.ch,1,"AS24940 (HETZNER-AS, DE)"
mail.gw24.at,1,"AS8412 (TMA Magenta Telekom, AT)"
mail.gwsa-guelph.ca,1,"AS40438 (CANHOST-INC - Canhost Inc., CA)"
essaywritingservicelinked.com,1,"AS53755 (IOFLOOD - Input Output Flood LLC, US)"
mail.gwip.com,1,"AS3462 (HINET Data Communication Business Group, TW)"
mail.emailertr.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.gwwpro.de,1,"AS199752 (GO-TREX Go-Trex Internet Solution Partner, NL)"
emailfowarding.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.gxbarbara.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.gwintech.com.my,1,"AS46015 (EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd., MY)"
mail.gvozdvkedah.fun,1,"AS62082 (HOSTLAND, RU)"
mx2.emailapps.info,1,"AS200107 (KL-EXT, CH)"
mail.establishmemail.com,1,"AS12586 (ASGHOSTNET, DE)"
relay.careerbuilder.com,1,"AS32977 (CBSITE-CHI-WEB - CareerBuilder, LLC, US)"
mail.estabamail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gwynfanbungalow.co.uk,1,"AS61323 (UKFAST, GB)"
mail.gwydion.org,1,"AS51167 (CONTABO, DE)"
mail.gxgxg.xyz,1,"AS399646 (DARTNODE - Snaju Development, US)"
mail.gwn24.de,1,"AS212613 (GWN24, DE)"
mail.gwq-serviceplus.de,1,"AS20676 (PLUSNET *****************, DE)"
mail.establismail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx-01-eu-central-1.prod.hydra.sophos.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mx1.epwwrestling.com,1,"AS200107 (KL-EXT, CH)"
mail.gwwlaw.com,1,"AS17054 (EXPEDIENT - Expedient, US)"
mail.gwynjonesschool.co.uk,1,"AS21499 (GODADDY-SXB, DE)"
mail.gwizdek.eu,1,"AS29522 (CF-KRK, PL)"
mail.gxuzi.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.gwenergy.hu,1,"AS42964 (SIGMANET-HU-AS, HU)"
mail.emailed.com,1,
gwlogistyka-pl.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
gway-co-za.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
sslmail.verwaltungsportal.de,1,"AS24940 (HETZNER-AS, DE)"
mail.gwtirol.at,1,"AS8412 (TMA Magenta Telekom, AT)"
mail.esthesiopmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.esterificfm.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.esthesmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gwu-eckernfoerde.de,1,"AS3209 (VODANET International IP-Backbone of Vodafone, DE)"
mail.gymzz.com,1,"AS24940 (HETZNER-AS, DE)"
esmyar.ir,1,"AS57230 (ARIAWEBCO-AS, IR)"
mail.gwpmultimedia.com,1,"AS34931 (AWARESOFT, GB)"
mail.etaajir.net,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
etcone-net.mail.protection.outlook.com,1,
mail.equianguli.com,1,"AS12586 (ASGHOSTNET, DE)"
ezmail.mail.etempmail.net,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
mx1.smail.com.tr,1,"AS211577 (WIRENETLIMITED, GB)"
mail.gwi.co.za,1,"AS37153 (xneelo, ZA)"
gwu-plettenberg-de.mail.cloud.nospamproxy.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mx.etc.syn-alias.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mx1.essay-top.biz,1,"AS200107 (KL-EXT, CH)"
mail.gynmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.equipfmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
eternity-my-id.mail.protection.outlook.com,1,
box.hashcellrelay.com,1,"AS8866 (VIVACOM-AS BULGARIA, BG)"
mail.gyromagfmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gyrofreqfmus.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.etherefml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gzyp21.net,1,"AS24940 (HETZNER-AS, DE)"
mail.ethnomusicolofmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.h2beta.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.etherifimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail1.etlgr.com,1,"AS8069 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ethnohifkml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.etherefkml.ru,1,"AS12586 (ASGHOSTNET, DE)"
h3gm.com,1,"AS53667 (PONYNET - FranTech Solutions, US)"
ethodmail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mx1.eth2btc.info,1,"AS200107 (KL-EXT, CH)"
mail.ethnobotmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.eu6genetic.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.eti.eu.com,1,"AS51167 (CONTABO, DE)"
mx.euesolucoes.online,1,"AS20473 (AS-VULTR - The Constant Company, LLC, US)"
mail.etymologmale.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.h88i.store,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
w01c8522.kasserver.com,1,"AS34788 (NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE)"
smtp.eu.org,1,"AS12322 (PROXAD, FR)"
mail.etymoml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.eqmail.com,1,"AS45090 (TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN)"
mail.etymolo.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.etymolofml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.ereplyzy.com,1,"AS47583 (AS-HOSTINGER, CY)"
rte03.ereirqu.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.etymolomail.ru,1,"AS12586 (ASGHOSTNET, DE)"
pmg42.emca.pl,1,"AS47223 (LUKMAN, PL)"
mx6.guccitripwell.com,1,
haberci-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.etowahpainassociates.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.euplexopml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.eurogenet.com,1,"AS19377 (CLOUD-CARIB-LTD - Cloud Carib Limited, BS)"
mail.hacccc.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
emailfwd.hadal.net,1,"AS16276 (OVH, FR)"
mail.eurygnmofml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx1.h9js8y6.com,1,"AS200107 (KL-EXT, CH)"
mx01.windstream.net,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mail.evangelimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.eutycsalo.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.europesoftwares.net,1,"AS210403 (LWS, FR)"
mail.euucn.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.evacolml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.evangelismfri.com,1,"AS12586 (ASGHOSTNET, DE)"
evbholdingsllc-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.evangelmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx-02-eu-central-1.prod.hydra.sophos.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.eveist.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
event-united.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mail.eriesemail.com,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mail.evangemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.evangelicmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.hagiolofml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.evangelifl.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.evangelml.ru,1,"AS12586 (ASGHOSTNET, DE)"
euromail.hu,1,"AS60071 (RENDSZERNET-AS, HU)"
mail.haemacytmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.euvotodistrital.org.br,1,"AS16276 (OVH, FR)"
mail.hagimails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.eurobet88.net,1,"AS9808 (CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN)"
mail.eventuruby.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx1.pub.mailpod12-cph3.one.com,1,"AS51468 (ONECOM, DK)"
mail.everythingispersonal.com,1,"AS24940 (HETZNER-AS, DE)"
malibuzz.haitibox.com,1,"AS51167 (CONTABO, DE)"
mx10.websupport.sk,1,"AS51013 (WEBSUPPORT-SRO-SK-AS, SK)"
mail.pulseinbox.space,1,"AS24940 (HETZNER-AS, DE)"
eforward2.registrar-servers.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
evolutiongene-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.evontra.cfd,1,"AS203446 (AS203446, GB)"
mail.evigrxplus.com,1,"AS63023 (AS-GLOBALTELEHOST - GTHost, US)"
mail.evgeniazimina.com,1,"AS35278 (SPRINTHOST, RU)"
mail.halionex.cfd,1,"AS203446 (AS203446, GB)"
mail.wolstencroft.com.au,1,"AS38195 (SUPERLOOP-AS-AP Superloop, AU)"
mail.evoveo.com,1,"AS14670 (WHG-USE1, GB)"
mail.evolutrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.ewroteed.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail235148.maychuemail.com,1,"AS7643 (VNPT-AS-VN Vietnam Posts and Telecommunications VNPT, VN)"
space.cyberly.com,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
haltongp-nhs-uk.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.evoro.eu,1,"AS216063 (TWENTYFOURFIRE, DE)"
mx.everytg.ml,1,"AS208425 (YONCU, CY)"
mail.hallucinatmil.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.exactlegalreview.com,1,"AS204601 (PODAON, NL)"
mx2.eu001.everymail.com,1,"AS16276 (OVH, FR)"
mail.exams.gng.edu.pl,1,"AS16276 (OVH, FR)"
hz2.altospam.com,1,"AS24679 (SSERV-AS, DE)"
mail.eventnice.id,1,"AS136170 (EXBCOID-AS-AP PT. EXABYTES NETWORK INDONESIA, ID)"
mx1.ewebpills.com,1,"AS200107 (KL-EXT, CH)"
mail.exartimail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.exaggerfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.evilin-expo.ru,1,"AS44094 (WEBHOST1-AS, RU)"
mail.excommunicmfri.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.excommunifmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.excommunimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.handrik.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.exceptioebml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.exempfmk.com,1,"AS12586 (ASGHOSTNET, DE)"
handrfabrics-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.exchangejo.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.excommmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
colo3.exemetr.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.exchanmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx2.handbega.xyz,1,"AS200107 (KL-EXT, CH)"
mail.exemplifiolml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.exheredaml.com,1,"AS12586 (ASGHOSTNET, DE)"
rte03hbn86.exhaycle.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.exhibitiofmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.exmab.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.exobiolmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
sxb1plzcpnl487827.prod.sxb1.secureserver.net,1,"AS21499 (GODADDY-SXB, DE)"
mx.hannahouse.co.cust.b.hostedemail.com,1,"AS32491 (TUCOWS-3 - Tucows.com Co., CA)"
mail.exoptemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.evilgodshop.com,1,"AS135983 (TINO-AS-VN Tino Group Joint Stock Company, VN)"
a249901.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.exopterymail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.hanymail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.exmoordistillery.com,1,
mail.exoworld.earth,1,"AS203446 (AS203446, GB)"
mail.expectofkml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.experimemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.expeditioml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.expedisalo.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.experimentmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.haostuni.com,1,"AS27823 (Dattatec.com, AR)"
mail.experimenmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.expl0it.store,1,"AS24940 (HETZNER-AS, DE)"
_dc-mx.d1419515b31b.happy-talking.org,1,"AS51167 (CONTABO, DE)"
mail.explanatmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.exploitfml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.expert-a.ru,1,"AS39238 (OKBPROGRESS Moscow, Russia, RU)"
mx1.gwbnsh.net.cn,1,"AS131536 (SHGWBNNET Shanghai Great Wall Broadband Network Service Co., Ltd., CN)"
happedmail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mx2.vfemail.net,1,"AS202448 (MVPS www.mvps.net, CY)"
mail.expressletter.net,1,"AS212772 (ADGUARD, CY)"
expressbuynow-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.hanul.com,1,"AS55615 (DUZONBIZON-AS-KR DOUZONEBIZON, KR)"
mail.happycloudmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.externalizmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
dmarcdb4wb.expltain.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
extracurricularsociety.com,1,
mail.extemporizmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
extremangola-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.extemporaio.com,1,"AS12586 (ASGHOSTNET, DE)"
relay1.express.net.ua,1,"AS15738 (UAEXPRESS Ukraine, UA)"
exwa.org,1,"AS7506 (INTERQ GMO Internet Group, Inc., JP)"
