IP,ASN,Name,BGP_Prefix,Country,Registry
185.220.101.1,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
147.45.116.17,AS215540,"GCS-AS, GB",147.45.116.0/24,RU,
179.43.159.200,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2605:6400:0010:044f:0000:0000:0000:0001,,,,,
2a00:1dc0:caff:0090:0000:0000:0000:b3de,,,,,
185.220.101.107,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
124.198.131.223,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
2a05:0541:0110:003e:0000:0000:0000:0001,,,,,
2a0e:97c0:03e3:0460:1337:b10b:1337:0008,,,,,
192.76.160.140,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a12:a800:0002:0001:0045:0141:0215:0200,,,,,
2a0e:97c0:03e3:0460:1337:b00b:1337:0001,,,,,
2a12:a800:0009:0001:0193:0026:0115:0123,,,,,
185.220.101.10,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.132,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0204,,,,,
170.64.202.213,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",170.64.192.0/19,US,
23.236.122.193,AS21859,"ZEN-ECN - Zenlayer Inc, US",23.236.120.0/22,US,
104.244.78.162,AS53667,"PONYNET - FranTech Solutions, US",104.244.78.0/24,US,
2a0d:bbc7:0000:0000:f816:3eff:fe0b:58d3,,,,,
2a0b:f4c2:0004:0000:0000:0000:0000:0105,,,,,
2a01:ecc0:0200:13c8:0000:0000:0000:0002,,,,,
2a02:0898:0169:0000:0000:0000:0000:0002,,,,,
185.129.61.6,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
171.25.193.234,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2a04:52c0:7000:0002:0000:0000:0000:0154,,,,,
166.70.207.2,AS6315,"XMISSION - XMission, L.C., US",166.70.0.0/16,US,
172.104.186.73,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.104.160.0/19,US,
109.70.100.9,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
192.76.160.133,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
38.242.218.37,AS51167,"CONTABO, DE",38.242.192.0/19,US,
2a03:4000:0066:0015:18a0:6bff:fe90:3147,,,,,
23.129.64.184,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a09:61c0:0000:0000:0000:0000:0000:0021,,,,,
23.129.64.174,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.62,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
205.185.113.112,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
2620:018c:0000:0192:0000:0000:00e0:0161,,,,,
2a05:0541:0112:0031:0000:0000:0000:0001,,,,,
31.44.238.25,AS35100,"PATRIKWEB-CORE, SE",31.44.224.0/20,SE,
2001:067c:289c:0004:0000:0000:0000:0080,,,,,
2605:6400:0030:f05d:c272:5525:72b1:e64c,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0026,,,,,
2a04:52c0:0104:ad97:0000:0000:0000:0001,,,,,
107.189.30.69,AS53667,"PONYNET - FranTech Solutions, US",107.189.30.0/23,US,
2620:018c:0000:0192:0000:0000:00e0:0145,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0168,,,,,
185.220.101.24,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
95.168.173.143,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",95.168.160.0/20,NL,
185.220.101.14,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0146,,,,,
159.223.170.101,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",159.223.160.0/19,US,
2a12:a800:0011:0001:0124:0198:0132:0052,,,,,
2a12:a800:0011:0001:0124:0198:0132:0013,,,,,
185.246.84.179,AS21409,"IKOULA, FR",185.246.84.0/22,FR,
2a03:94e0:ffff:0185:0181:0061:0000:0203,,,,,
2a0e:97c0:03e3:0460:1337:b01b:1337:0002,,,,,
2a03:4000:001d:0b7a:782f:17ff:fef0:a708,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0152,,,,,
143.110.247.195,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",143.110.240.0/20,US,
192.76.160.135,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a12:a800:0002:0001:0045:0138:0016:0248,,,,,
45.12.3.80,AS6698,"VIRTUALSYSTEMS, UA",45.12.3.0/24,UA,
2a12:a800:0002:0001:0045:0138:0016:0222,,,,,
45.91.250.107,AS30823,"AUROLOGIC aurologic GmbH, DE",45.91.250.0/24,DE,
185.150.28.13,AS59891,FSIT - FSIT AG,185.150.28.0/24,CH,
37.48.70.156,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",37.48.64.0/18,NL,
2602:f6f6:0002:e76d:0000:0000:0000:0001,,,,,
193.239.232.235,AS41634,"SVEA, SE",193.239.232.0/24,SE,
2001:1b60:0003:0221:0701:0102:0000:0001,,,,,
198.58.107.53,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",198.58.96.0/19,US,
2605:6400:0020:0ff9:0000:0000:0000:0001,,,,,
192.42.116.14,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0129,,,,,
192.42.116.210,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
23.129.64.160,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.150,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:41d0:000a:05c0:0000:0000:0000:0001,,,,,
185.129.61.2,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
2a0b:f4c2:0000:0000:0000:0000:0000:0007,,,,,
185.129.62.64,AS57860,"ZENCURITY-NET, DK",185.129.62.0/23,DK,
125.212.241.131,AS7552,"VIETEL-AS-AP Viettel Group, VN",125.212.128.0/17,VN,
2a12:a800:0011:0001:0124:0198:0131:0114,,,,,
178.20.55.16,AS29075,"IELO IELO Main Network, FR",178.20.48.0/21,FR,
178.86.247.103,AS25019,SAUDINETSTC-AS - Saudi Telecom Company JSC,178.86.240.0/20,SA,
91.203.145.116,AS45045,"GOODNET-AS, UA",91.203.145.0/24,UA,
2605:6400:0030:f51a:f826:ecfc:47b6:92a9,,,,,
179.43.182.232,AS51852,"PLI-AS, PA",179.43.182.0/24,PA,
154.205.129.174,AS138915,"KAOPU-HK Kaopu Cloud HK Limited, HK",154.205.129.0/24,SC,
2a06:1700:0000:003c:0000:0000:0000:0001,,,,,
2001:0bc8:6010:0201:ae1f:6bff:fe27:3004,,,,,
205.185.113.8,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
154.26.159.157,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",154.26.152.0/21,US,
107.189.2.108,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
185.220.101.18,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
93.113.25.160,AS214209,"INTERNET-MAGNATE, ZA",93.113.25.0/24,RO,
176.121.81.51,AS59444,"ASAMSNET, PL",176.121.80.0/22,PL,
2a0b:f4c2:0001:0000:0000:0000:0000:0177,,,,,
2a0b:c040:0002:5ffa:0000:0000:0000:0001,,,,,
2001:067c:289c:0002:0000:0000:0000:0039,,,,,
2620:018c:0000:0192:0000:0000:00e0:0214,,,,,
2a0d:bbc7:0000:0000:f816:3eff:feec:9f18,,,,,
2620:018c:0000:0192:0000:0000:00e0:0164,,,,,
47.250.80.226,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",47.250.64.0/18,US,
2a07:e042:0001:0181:0000:0000:0000:0001,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0002,,,,,
84.238.156.136,AS8866,"VIVACOM-AS BULGARIA, BG",84.238.156.0/22,BG,
107.189.1.175,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
102.130.113.9,AS328364,"Host-Africa-AS, ZA",102.130.113.0/24,ZA,
2620:018c:0000:0192:0000:0000:00e0:0168,,,,,
64.190.76.14,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
2a0d:bbc7:0000:0000:f816:3eff:fe65:992f,,,,,
2a12:a800:0002:0001:0185:0241:0208:0071,,,,,
23.129.64.177,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.191.239.158,AS264617,"GRUPO PANAGLOBAL 15 S.A, PA",185.191.239.0/24,CH,
64.190.76.3,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
121.78.28.166,AS21859,"ZEN-ECN - Zenlayer Inc, US",121.78.28.0/24,KR,
2a0b:f4c2:0001:0000:0000:0000:0000:0162,,,,,
171.25.193.36,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2a0b:f4c0:016c:0015:0000:0000:0000:0001,,,,,
2a03:94e0:ffff:0185:0243:0218:0000:0230,,,,,
77.239.97.46,AS216127,"AS-NUXTCLOUD, GB",77.239.97.0/24,US,
104.244.73.136,AS53667,"PONYNET - FranTech Solutions, US",104.244.73.0/24,US,
185.220.101.3,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a12:a800:0002:0001:0045:0141:0215:0238,,,,,
83.97.20.77,AS9009,"M247, RO",83.97.20.0/24,RO,
185.220.101.47,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.217,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a04:52c0:7000:0002:0000:0000:0000:0140,,,,,
45.84.107.74,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
216.73.159.101,AS61138,"ZAPPIE-HOST-AS Zappie Host, US",216.73.159.0/24,US,
103.146.203.11,AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",103.146.203.0/24,ID,
2a09:61c0:0000:0000:0000:0000:0000:beef,,,,,
2620:018c:0000:0192:0000:0000:00e0:0195,,,,,
94.230.208.147,AS29691,"NINE, CH",94.230.208.0/20,CH,
2a0b:f4c2:0000:0000:0000:0000:0000:0027,,,,,
43.157.157.73,AS132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",43.157.128.0/18,SG,
81.19.140.246,AS215540,"GCS-AS, GB",81.19.140.0/24,RU,
23.129.64.139,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0132,,,,,
186.129.6.92,AS22927,Telefonica de Argentina,186.128.0.0/14,AR,
194.15.113.118,AS213354,"INTERNATIONAL-HOSTING-SOLUTIONS-AS EU DC route, GB",194.15.113.0/24,GB,
37.228.129.189,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
31.129.22.65,AS215540,"GCS-AS, GB",31.129.22.0/24,RU,
2620:018c:0000:0192:0000:0000:00e0:0217,,,,,
23.129.64.170,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
176.58.124.159,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",176.58.96.0/19,US,
159.203.24.145,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",159.203.16.0/20,US,
62.133.45.2,AS9009,"M247, RO",62.133.45.0/24,RO,
2620:018c:0000:0192:0000:0000:00e0:0194,,,,,
2001:067c:089c:0666:0000:0000:0000:0001,,,,,
192.76.160.130,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a03:94e0:ffff:0185:0243:0218:0000:0225,,,,,
178.170.114.117,AS21409,"IKOULA, FR",178.170.0.0/17,FR,
185.100.87.41,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
2a0e:bfc7:0000:0000:0216:3cff:fe6f:c4ca,,,,,
192.159.99.168,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
2001:067c:0e60:0c0c:0192:0042:0116:0203,,,,,
24.77.5.24,AS6327,"SHAW - Shaw Communications, CA",24.77.4.0/22,CA,
2605:6400:0030:f49b:e2ee:34f8:c854:6f63,,,,,
45.84.107.198,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2a0b:f4c2:0004:0000:0000:0000:0000:0110,,,,,
80.94.92.99,AS47890,"UNMANAGED-DEDICATED-SERVERS, GB",80.94.92.0/24,RO,
45.66.35.21,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
23.129.64.175,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
23.191.200.15,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
31.220.75.237,AS51167,"CONTABO, DE",31.220.72.0/21,DE,
209.141.40.68,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
51.15.15.45,AS12876,"Online SAS, FR",51.15.0.0/17,FR,
2607:f530:9002:0000:0000:0000:0000:0019,,,,,
185.220.101.23,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
165.22.121.164,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",165.22.112.0/20,US,
198.98.51.249,AS53667,"PONYNET - FranTech Solutions, US",198.98.48.0/20,US,
77.48.28.204,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
91.206.26.26,AS51290,"HOSTEAM-AS, PL",91.206.26.0/24,PL,
38.135.25.140,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
23.129.64.190,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0e:b107:0dd0:0000:0000:0003:fa35:9316,,,,,
23.129.64.203,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0136,,,,,
23.191.200.23,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2a03:4000:001e:07d4:84fb:5fff:fef3:9d56,,,,,
192.42.116.182,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
161.35.148.205,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",161.35.144.0/20,US,
185.220.101.103,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
190.120.229.2,AS263812,"SONDATECH S.A.S., AR",190.120.229.0/24,CO,
2001:067c:0e60:0c0c:0192:0042:0116:0212,,,,,
23.129.64.99,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
193.46.217.136,AS400992,"ZHOUYISAT-COMMUNICATIONS - ZhouyiSat Communications, VI",193.46.217.0/24,ES,
185.170.114.25,AS197540,"NETCUP-AS netcup GmbH, DE",185.170.112.0/22,DE,
2620:018c:0000:0192:0000:0000:00e0:0177,,,,,
199.195.251.119,AS53667,"PONYNET - FranTech Solutions, US",199.195.248.0/21,US,
2602:f6f6:0002:4f99:0000:0000:0000:0001,,,,,
2a12:a800:0002:0001:0045:0138:0016:0231,,,,,
45.66.35.35,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2001:067c:0e28:0001:0000:0000:0000:0100,,,,,
93.99.104.40,AS16019,"VODAFONE-CZ-AS, CZ",93.99.0.0/17,CZ,
159.89.23.116,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",159.89.16.0/20,US,
2001:067c:0e60:0c0c:0192:0042:0116:0181,,,,,
45.61.185.172,AS53667,"PONYNET - FranTech Solutions, US",45.61.184.0/22,US,
205.185.121.177,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
2605:6400:0030:f534:ae1d:c3d9:9941:d85e,,,,,
2605:a141:2261:4410:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0179,,,,,
2a04:52c0:0108:a34f:0000:0000:0000:0001,,,,,
5.45.98.162,AS197540,"NETCUP-AS netcup GmbH, DE",5.45.96.0/22,DE,
2620:018c:0000:0192:0000:0000:00e0:0208,,,,,
185.220.101.25,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
158.174.210.97,AS8473,"BAHNHOF, SE",158.174.0.0/16,GB,
2a0b:f4c2:0000:0000:0000:0000:0000:0031,,,,,
2602:fc24:0014:0013:0000:0000:0000:000a,,,,,
2001:067c:289c:0004:0000:0000:0000:0077,,,,,
185.82.219.109,AS59729,"ITL-BG, US",185.82.216.0/22,US,
2a0d:bbc7:0000:0000:f816:3eff:fe83:fa45,,,,,
185.220.101.172,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
171.25.193.25,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
209.141.32.198,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
192.42.116.203,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
37.235.49.90,AS50613,"THORDC-AS, IS",37.235.49.0/24,AT,
124.198.132.52,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
124.198.131.121,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0132,,,,,
107.189.12.157,AS53667,"PONYNET - FranTech Solutions, US",107.189.12.0/24,US,
23.137.253.113,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.253.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0190,,,,,
124.198.132.172,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
136.244.111.163,AS20473,"AS-VULTR - The Constant Company, LLC, US",136.244.96.0/20,US,
23.129.64.166,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
94.72.104.135,AS51167,"CONTABO, DE",94.72.96.0/20,DE,
109.70.100.1,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
176.65.134.8,AS36680,"NETIFACELLC - Netiface LLC, US",176.65.134.0/24,DE,
23.129.64.215,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0030:f174:0042:0042:0000:0000,,,,,
2a12:a800:0002:0001:0045:0080:0158:0249,,,,,
185.220.101.104,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.231.33.38,AS211720,"Datashield, Inc., SC",185.231.33.0/24,SC,
23.129.64.134,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.80.158.167,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0181,,,,,
2a06:9801:0017:0000:0000:0000:0000:0006,,,,,
124.198.131.190,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
185.220.101.171,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.236.186.22,AS55286,"SERVER-MANIA - B2 Net Solutions Inc., CA",23.236.186.0/24,CA,
81.16.33.42,AS13022,"STREAMS_GMBH, AT",81.16.32.0/20,AT,
176.65.149.105,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.149.0/24,DE,
185.220.101.4,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0f:3cc3:4001:0001:0000:0000:0000:0009,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0038,,,,,
194.26.192.77,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
209.141.34.15,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
2a03:e600:0100:0000:0000:0000:0000:0011,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0216,,,,,
2620:018c:0000:0192:0000:0000:00e0:0196,,,,,
2a0a:3840:8078:0018:0000:504e:1256:1337,,,,,
172.86.70.20,AS14956,"ROUTERHOSTING - RouterHosting LLC, US",172.86.70.0/24,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0147,,,,,
2a12:a800:0002:0001:0045:0080:0158:0027,,,,,
23.129.64.163,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
37.114.63.5,AS58087,"FLORIANKOLB, DE",37.114.63.0/24,DE,
192.42.116.181,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
23.137.251.75,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.251.0/24,US,
185.62.58.225,AS62370,"SNEL, NL",185.62.58.0/24,NL,
124.198.132.13,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0184,,,,,
92.246.84.133,AS44592,"SKYLINK, NL",92.246.84.0/24,DE,
107.189.13.180,AS53667,"PONYNET - FranTech Solutions, US",107.189.13.0/24,US,
2001:1b60:0003:0221:3132:0102:0000:0001,,,,,
23.129.64.188,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
107.189.5.121,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
2a12:a800:0011:0001:0124:0198:0131:0191,,,,,
2a12:a800:0011:0001:0124:0198:0131:0133,,,,,
185.220.101.17,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.159.99.21,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
2001:067c:289c:0002:0000:0000:0000:0035,,,,,
109.70.100.3,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
2a0f:df00:0000:0255:0000:0000:0000:0204,,,,,
193.189.100.203,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
2a0b:f4c2:0001:0000:0000:0000:0000:0156,,,,,
220.135.36.173,AS3462,"HINET Data Communication Business Group, TW",220.135.0.0/16,TW,
23.129.64.161,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0d:06c2:0006:05e8:0000:0000:0000:0000,,,,,
2a0b:f4c0:016c:0008:0000:0000:0000:0001,,,,,
23.129.64.138,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a04:52c0:0103:0412:0000:0000:0000:0001,,,,,
23.129.64.191,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
209.141.58.254,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
37.228.129.63,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
179.43.133.50,AS51852,"PLI-AS, PA",179.43.133.0/24,PA,
2a03:e600:0100:0000:0000:0000:0000:0002,,,,,
107.189.5.249,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
23.129.64.150,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0030:f5a3:5bb1:af4e:c969:c73e,,,,,
124.198.132.237,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
185.220.101.140,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0e:1d80:0013:51e8:0000:0000:0000:0001,,,,,
64.190.76.2,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
185.220.101.13,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
194.15.36.117,AS58087,"FLORIANKOLB, DE",194.15.36.0/24,DE,
2a03:4000:0029:08a9:887f:9eff:feed:09e9,,,,,
172.81.131.156,AS27176,"DATAWAGON - DataWagon LLC, US",172.81.131.0/24,US,
185.220.101.134,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.22,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
185.243.218.225,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
5.255.117.56,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
149.56.44.47,AS16276,"OVH, FR",149.56.0.0/16,CA,
2a0a:51c1:000a:005f:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0167,,,,,
89.58.41.156,AS197540,"NETCUP-AS netcup GmbH, DE",89.58.40.0/22,DE,
66.220.242.222,AS17356,"VERMONT-TELE - Vermont Telephone Company, Inc., US",66.220.224.0/19,US,
2a0e:bfc0:0000:000f:0000:0000:4558:4954,,,,,
38.135.24.32,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
104.167.242.118,AS26286,MYSTICDEVIO - MysticDev LLC,104.167.242.0/24,US,
45.94.31.68,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.94.31.0/24,NL,
107.189.1.9,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
2a04:52c0:7000:0002:0000:0000:0000:0153,,,,,
171.25.193.35,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2001:067c:0e60:0c0c:0192:0042:0116:0197,,,,,
185.191.204.254,AS35758,"HQSERV_NETWORKS, IL",185.191.204.0/24,IL,
2602:fba1:0b00:0000:0000:0000:0060:0001,,,,,
178.17.58.241,AS215540,"GCS-AS, GB",178.17.58.0/24,IQ,
185.220.101.52,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.140,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
37.114.50.18,AS58087,"FLORIANKOLB, DE",37.114.50.0/24,DE,
38.134.41.34,AS399646,"DARTNODE - Snaju Development, US",38.134.41.0/24,US,
70.175.65.238,AS22773,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US",70.175.64.0/18,US,
5.255.118.218,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0151,,,,,
37.77.56.238,AS206804,"ESTNOC-GLOBAL, EE",37.77.56.0/24,NL,
54.36.111.72,AS16276,"OVH, FR",54.36.0.0/16,FR,
96.126.98.146,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",96.126.96.0/21,US,
2605:6400:0030:f753:891d:ee77:e97c:741a,,,,,
94.136.185.218,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",94.136.185.0/24,DE,
217.182.75.199,AS16276,"OVH, FR",217.182.0.0/16,FR,
109.70.100.10,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
193.142.147.69,AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",193.142.147.0/24,DE,
185.220.100.252,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2a0e:bfc7:0000:0000:0216:3cff:fe2b:46db,,,,,
2a03:e600:0100:0000:0000:0000:0000:0005,,,,,
2620:018c:0000:0192:0000:0000:00e0:0188,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0004,,,,,
