IP,ASN,Name,BGP_Prefix,Country,Registry
2605:6400:0030:f3d3:07c3:507c:6f32:c132,,,,,
2a06:d380:0000:0103:acab:4c4b:ac4b:1312,,,,,
45.80.158.143,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
192.76.160.133,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
103.193.179.233,AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",103.193.179.0/24,ID,
185.132.53.133,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
185.207.107.130,AS197540,"NETCUP-AS netcup GmbH, DE",185.207.104.0/22,DE,
192.42.116.202,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
193.142.147.69,AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",193.142.147.0/24,DE,
2a09:61c0:0000:0000:0000:0000:0000:0034,,,,,
158.174.210.97,AS8473,"BAHNHOF, SE",158.174.0.0/16,GB,
85.119.82.142,AS8943,"JUMP, GB",85.119.80.0/21,GB,
2605:6400:0030:f920:f523:28ef:3617:8b86,,,,,
23.129.64.167,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0e:b107:0dd0:0000:0000:0003:fa35:9316,,,,,
2a0d:bbc7:0000:0000:f816:3eff:fe12:1851,,,,,
181.167.17.16,AS7303,"Telecom Argentina S.A., AR",181.166.0.0/15,AR,
2a01:05e0:0036:c311:0000:0000:0000:0001,,,,,
2001:067c:089c:0702:01ce:01ce:babe:0002,,,,,
23.129.64.193,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0191,,,,,
94.159.98.53,AS215730,"H2NEXUS-AS H2NEXUS LTD, GB",94.159.96.0/20,RU,
192.76.160.144,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a02:0ec0:0209:0010:0000:0000:0000:0004,,,,,
45.80.158.111,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
5.255.127.222,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
107.189.8.65,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
23.129.64.158,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0f:df00:0000:0255:0000:0000:0000:0197,,,,,
2a06:1700:0000:01c1:0000:0000:1902:38d4,,,,,
185.246.188.73,AS200651,"FLOKINET, IS",185.246.188.0/24,IS,
89.58.26.216,AS197540,"NETCUP-AS netcup GmbH, DE",89.58.24.0/22,DE,
193.237.221.228,AS5378,"Vodafone, GB",193.237.0.0/16,GB,
2a09:61c0:0000:0000:0000:0000:0000:0027,,,,,
134.199.203.32,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",134.199.192.0/20,US,
2a0a:3840:8078:0018:0000:504e:1256:1337,,,,,
185.246.189.99,AS200651,"FLOKINET, IS",185.246.189.0/24,IS,
23.129.64.171,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
83.97.20.77,AS9009,"M247, RO",83.97.20.0/24,RO,
2a0d:bbc7:0000:0000:f816:3eff:fe65:992f,,,,,
185.220.101.9,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
45.84.107.76,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2620:018c:0000:0192:0000:0000:00e0:0174,,,,,
2a12:a800:0009:0001:0193:0026:0115:0140,,,,,
38.135.24.33,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2a0b:64c0:0001:0000:0000:0000:0000:0bcf,,,,,
64.190.76.11,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
188.239.191.25,AS206075,HOLLANDER-JACOBSEN - Hollander & Jacobsen UG (haftungsbeschraenkt),188.239.191.0/24,DE,
2a03:e600:0100:0000:0000:0000:0000:0006,,,,,
2a12:a800:0002:0001:0045:0141:0215:0056,,,,,
23.191.200.23,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2400:8901:0000:0000:f03c:95ff:fe89:4a88,,,,,
107.189.13.180,AS53667,"PONYNET - FranTech Solutions, US",107.189.13.0/24,US,
2605:6400:0010:1362:0000:0000:0000:0002,,,,,
23.137.252.225,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.252.0/24,US,
185.220.101.148,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:067c:0e60:0c0c:0192:0042:0116:0178,,,,,
2602:f6f6:0002:90f1:0000:0000:0000:0001,,,,,
185.129.61.10,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
2a12:a800:0011:0001:0124:0198:0131:0191,,,,,
80.67.172.162,AS20766,"GITOYEN-MAIN-AS The main Autonomous System of Gitoyen Paris, France., FR",80.67.160.0/19,FR,
2a0b:f4c2:0001:0000:0000:0000:0000:0175,,,,,
185.220.101.157,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2.56.10.36,AS213373,"IPCONNECT, SC",2.56.10.0/24,SC,
98.142.254.121,AS59711,"HZ-EU-AS, BG",98.142.254.0/24,CA,
185.220.101.138,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0002:0000:0000:0000:0000:0058,,,,,
107.189.8.70,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
2a0b:f4c2:0004:0000:0000:0000:0000:0107,,,,,
2a14:c380:0050:00a3:0000:0000:0000:000b,,,,,
5.45.104.176,AS197540,"NETCUP-AS netcup GmbH, DE",5.45.104.0/22,DE,
97.90.239.170,AS20115,"CHARTER-20115 - Charter Communications LLC, US",97.90.224.0/20,US,
193.26.115.123,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",193.26.115.0/24,NL,
2a06:d380:0000:0103:0000:0000:0000:0062,,,,,
194.26.192.77,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
2a03:94e0:ffff:0185:0243:0218:0000:0230,,,,,
2001:067c:0e28:0001:0000:0000:0000:0004,,,,,
45.141.215.156,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
2a0c:5700:3133:0507:c217:cfff:fe09:cd2d,,,,,
185.220.101.13,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.183.157.214,AS197540,"NETCUP-AS netcup GmbH, DE",185.183.156.0/22,DE,
2a0b:4142:0218:0000:0000:0000:0000:0002,,,,,
5.255.99.147,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
185.220.101.25,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0d:c2c0:0001:0004:0000:0000:0000:0002,,,,,
93.113.25.160,AS214209,"INTERNET-MAGNATE, ZA",93.113.25.0/24,RO,
2a0b:f4c2:0001:0000:0000:0000:0000:0168,,,,,
2a0e:e701:1198:0000:0000:0000:0000:0001,,,,,
5.196.95.34,AS16276,"OVH, FR",5.196.0.0/16,FR,
2a0c:5700:3133:0507:9e7b:4fff:fe4d:4813,,,,,
5.255.101.10,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2605:6400:0030:f623:5a78:29a6:8492:27b0,,,,,
2600:3c00:0000:0000:f03c:91ff:fe73:f9ba,,,,,
192.42.116.219,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0213,,,,,
38.135.25.142,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
45.84.107.198,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2a03:e600:0100:0000:0000:0000:0000:0011,,,,,
37.114.63.5,AS58087,"FLORIANKOLB, DE",37.114.63.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0219,,,,,
23.191.200.8,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2a09:61c0:0000:0000:0000:0000:0000:0020,,,,,
185.246.188.149,AS200651,"FLOKINET, IS",185.246.188.0/24,IS,
51.91.18.151,AS16276,"OVH, FR",51.91.0.0/16,FR,
197.244.86.134,AS37705,TOPNET,197.244.0.0/17,TN,
2a0b:f4c2:0002:0000:0000:0000:0000:0063,,,,,
185.220.100.240,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2a0b:f4c2:0002:0000:0000:0000:0000:0033,,,,,
51.15.59.15,AS12876,"Online SAS, FR",51.15.0.0/17,FR,
94.249.175.34,AS213850,NEXOSYSTEMS - Justin Harth,94.249.175.0/24,DE,
2800:0ba0:0002:ee01:0000:0000:0000:7583,,,,,
37.228.129.241,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
45.80.158.93,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
5.255.98.151,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2a0b:f4c2:0004:0000:0000:0000:0000:0099,,,,,
2604:2280:dead:beef:be24:11ff:fe6c:285a,,,,,
23.129.64.216,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
5.2.67.226,AS60404,"LITESERVER, NL",5.2.64.0/20,NL,
89.150.48.4,AS59711,"HZ-EU-AS, BG",89.150.48.0/24,BG,
2a0b:f4c2:0002:0000:0000:0000:0000:0032,,,,,
50.60.245.212,AS25019,SAUDINETSTC-AS - Saudi Telecom Company JSC,50.60.240.0/20,SA,
185.220.101.29,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a03:4000:0006:0614:d803:40ff:fec3:832a,,,,,
2620:018c:0000:0192:0000:0000:00e0:0211,,,,,
64.190.76.10,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
198.98.57.74,AS53667,"PONYNET - FranTech Solutions, US",198.98.48.0/20,US,
141.98.11.62,AS209605,"HOSTBALTIC, LT",141.98.11.0/24,LT,
23.191.200.25,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
192.76.160.138,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0135,,,,,
206.81.25.191,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",206.81.16.0/20,US,
162.19.7.11,AS16276,"OVH, FR",162.19.0.0/17,FR,
2a06:1700:0001:0108:0000:0000:b829:eee2,,,,,
2605:6400:0030:f4ae:8f7b:cc6e:d1d7:b978,,,,,
185.243.218.233,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
2a01:7e00:0000:0000:f03c:91ff:fe78:b382,,,,,
185.244.192.175,AS197540,"NETCUP-AS netcup GmbH, DE",185.244.192.0/22,DE,
2001:1b60:0003:0221:0701:0102:0000:0001,,,,,
2001:09b0:025d:f700:0000:0000:0000:020e,,,,,
2a0f:85c1:0356:1b63:0000:0000:0000:0001,,,,,
23.134.90.61,AS924,CLOUDIE - Cloudie Networks LLC,23.134.90.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0202,,,,,
190.173.39.21,AS22927,Telefonica de Argentina,190.172.0.0/15,AR,
2a0b:f4c2:0001:0000:0000:0000:0000:0132,,,,,
205.185.121.170,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
93.99.104.128,AS16019,"VODAFONE-CZ-AS, CZ",93.99.0.0/17,CZ,
2620:018c:0000:0192:0000:0000:00e0:0152,,,,,
23.191.200.24,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2602:fc24:0012:81a6:0000:0000:0000:0001,,,,,
185.220.101.107,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.48,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.108,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.196,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0144,,,,,
216.239.90.19,AS10996,"CONCORDE - Concorde inc., CA",216.239.64.0/19,CA,
23.236.122.193,AS21859,"ZEN-ECN - Zenlayer Inc, US",23.236.120.0/22,US,
2620:018c:0000:0192:0000:0000:00e0:0180,,,,,
2a0e:97c0:03e3:0460:1337:b05b:1337:0006,,,,,
2001:067c:089c:0666:0000:0000:0000:0001,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0164,,,,,
185.62.56.249,AS62370,"SNEL, NL",185.62.56.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0188,,,,,
185.220.101.40,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0004:0000:0000:0000:0000:0106,,,,,
178.17.174.164,AS43289,"TRABIA, MD",178.17.160.0/20,MD,
186.57.162.203,AS22927,Telefonica de Argentina,186.57.0.0/16,AR,
2a03:4000:001d:0b7a:782f:17ff:fef0:a708,,,,,
185.132.53.58,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0157,,,,,
2600:3c00:0000:0000:f03c:95ff:fe5d:8f00,,,,,
2a0b:f4c0:016c:0011:0000:0000:0000:0001,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0197,,,,,
185.100.87.192,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
172.105.179.100,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.105.160.0/19,US,
213.95.149.22,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany, DE",213.95.0.0/16,DE,
124.198.131.29,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
95.135.208.24,AS214677,"DELUXHOST, IT",95.135.208.0/24,UA,
198.50.212.160,AS16276,"OVH, FR",198.50.128.0/17,CA,
5.255.101.131,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2001:067c:289c:0002:0000:0000:0000:0235,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0175,,,,,
91.219.237.39,AS56322,"SERVERASTRA-AS, HU",91.219.237.0/24,HU,
185.220.101.140,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2605:6400:0030:f1fa:f57f:d285:3ed9:ee27,,,,,
2620:018c:0000:0192:0000:0000:00e0:0172,,,,,
2a0e:97c0:03e3:0460:1337:b00b:1337:0001,,,,,
37.228.129.189,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
173.237.206.68,AS26527,"LIGHTWAVE-NETWORKS - LightWave Networks, US",173.237.206.0/24,US,
2a04:52c0:0130:896e:0000:0000:0000:0001,,,,,
2a0d:bbc7:0000:0000:f816:3eff:fec7:9bc8,,,,,
103.146.203.11,AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",103.146.203.0/24,ID,
109.70.100.5,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
121.78.28.166,AS21859,"ZEN-ECN - Zenlayer Inc, US",121.78.28.0/24,KR,
178.162.175.5,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",178.162.174.0/23,NL,
74.50.118.26,AS29802,"HVC-AS - HIVELOCITY, Inc., US",74.50.118.0/24,US,
2001:1b60:0003:0239:1003:0103:0000:0001,,,,,
5.45.98.162,AS197540,"NETCUP-AS netcup GmbH, DE",5.45.96.0/22,DE,
2a12:a800:0002:0001:0045:0138:0016:0069,,,,,
154.125.186.27,AS8346,SONATEL,154.125.160.0/19,SN,
189.167.226.61,AS8151,"UNINET, MX",189.167.224.0/20,MX,
2a0b:f4c2:0001:0000:0000:0000:0000:0139,,,,,
2a0b:f4c0:016c:0008:0000:0000:0000:0001,,,,,
192.42.116.212,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
108.28.255.242,AS701,"UUNET - Verizon Business, US",108.28.0.0/16,US,
2a0b:f4c0:016c:0015:0000:0000:0000:0001,,,,,
2605:6400:0030:f38b:28b3:cd24:51f3:e412,,,,,
185.220.101.35,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.76.160.142,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
185.100.85.25,AS200651,"FLOKINET, IS",185.100.84.0/23,IS,
91.208.75.3,AS6718,"NAV NAV Communications, RO",91.208.75.0/24,RO,
2a0b:f4c2:0001:0000:0000:0000:0000:0183,,,,,
23.129.64.151,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0030:f174:0001:0002:0003:0004,,,,,
2407:3641:2259:8208:0000:0000:0000:0001,,,,,
23.129.64.154,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
146.59.231.4,AS16276,"OVH, FR",146.59.0.0/16,FR,
185.220.101.26,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
194.163.1.235,AS204170,AWASR - Awaser Oman LLC,194.163.1.0/24,DE,
2a07:6d80:1e01:3a13:0000:0000:0000:0000,,,,,
193.189.100.206,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
2a0b:f4c2:0001:0000:0000:0000:0000:0146,,,,,
2001:41d0:000a:fe22:0000:0000:0000:0001,,,,,
109.70.100.12,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
139.59.85.179,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",139.59.80.0/20,SG,
23.191.200.21,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2a09:61c0:0000:0000:0000:0000:0000:0022,,,,,
205.185.123.93,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
193.189.100.200,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
107.189.11.111,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
5.2.72.110,AS60404,"LITESERVER, NL",5.2.64.0/20,NL,
2a04:52c0:7000:0002:0000:0000:0000:0134,,,,,
212.73.134.204,AS34224,"NETERRA-AS, BG",212.73.134.0/24,BG,
2a0b:f4c2:0001:0000:0000:0000:0000:0152,,,,,
2a03:4000:0037:0003:e842:02ff:feb9:c49c,,,,,
205.185.116.34,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
185.243.218.230,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
194.15.115.212,AS133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,194.15.115.0/24,GB,
45.66.35.35,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2a04:52c0:0104:4735:0000:0000:0000:0001,,,,,
192.42.116.180,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
192.76.160.147,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
45.12.3.80,AS6698,"VIRTUALSYSTEMS, UA",45.12.3.0/24,UA,
2001:067c:289c:0004:0000:0000:0000:0080,,,,,
185.220.100.254,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2001:067c:0e60:0c0c:0192:0042:0116:0213,,,,,
185.220.101.176,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0171,,,,,
2a12:a800:0002:0001:0045:0138:0016:0222,,,,,
38.135.25.144,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
23.129.64.207,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
119.28.139.55,AS132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",119.28.138.0/23,CN,
45.141.215.56,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
2605:6400:0030:f51a:f826:ecfc:47b6:92a9,,,,,
192.121.44.34,AS199950,"HJELM-ENTERPRISES-AB, SE",192.121.44.0/24,SE,
2a03:e600:0100:0000:0000:0000:0000:0002,,,,,
43.157.71.110,AS132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",43.157.64.0/18,SG,
94.75.225.81,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",94.75.192.0/18,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0048,,,,,
2001:067c:089c:0702:01ce:01ce:babe:0009,,,,,
2a04:52c0:0123:5ccf:50ef:cafe:babe:1337,,,,,
2001:1b60:0003:0239:1003:0106:0000:0001,,,,,
5.252.154.89,AS30860,"YURTEH-AS, UA",5.252.154.0/24,PA,
185.220.101.15,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
94.230.208.148,AS29691,"NINE, CH",94.230.208.0/20,CH,
192.159.99.27,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
185.195.71.244,AS56803,"AS-DATASOURCE, CH",185.195.71.0/24,CH,
185.220.101.104,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
5.59.212.80,AS204741,ES-AIRSAT - AIRSAT COMUNICACIONES S.L.,5.59.212.0/22,CZ,
2600:3c0a:0000:0000:f03c:95ff:fe5d:a877,,,,,
23.134.88.60,AS924,CLOUDIE - Cloudie Networks LLC,23.134.88.0/24,US,
23.129.64.159,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a00:1dc0:caff:008b:0000:0000:0000:24bd,,,,,
185.220.101.179,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a12:a800:0008:0001:0045:0094:0031:0068,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0181,,,,,
185.181.61.203,AS56655,"GIGAHOST, NO",185.181.60.0/22,NO,
193.189.100.201,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
2001:067c:0e60:0c0c:0192:0042:0116:0180,,,,,
2a0b:f4c0:016c:0002:0000:0000:0000:0001,,,,,
51.15.15.45,AS12876,"Online SAS, FR",51.15.0.0/17,FR,
2a0b:f4c2:0004:0000:0000:0000:0000:0104,,,,,
2a09:61c0:0000:0000:0000:0000:0000:0028,,,,,
45.80.158.75,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
2a04:52c0:7000:0002:0000:0000:0000:0135,,,,,
72.211.49.235,AS22773,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US",72.211.48.0/21,US,
2a12:bec4:1821:0631:0000:0000:0000:000a,,,,,
82.221.131.71,AS50613,"THORDC-AS, IS",82.221.131.0/24,IS,
204.85.191.9,AS36850,"UNC-CH - University of North Carolina at Chapel Hill, US",204.85.191.0/24,US,
2a00:1b88:0004:0000:0000:0000:0000:0004,,,,,
72.5.43.62,AS399629,"BLNWX - BL Networks, US",72.5.43.0/24,US,
109.104.153.22,AS136258,"ONEPROVIDER-AS BrainStorm Network, Inc, CA",109.104.153.0/24,CA,
185.220.101.110,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
205.185.113.112,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
45.134.225.36,AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",45.134.225.0/24,DE,
2a12:a800:0002:0001:0045:0141:0215:0095,,,,,
2001:067c:289c:0004:0000:0000:0000:0079,,,,,
93.113.25.90,AS214209,"INTERNET-MAGNATE, ZA",93.113.25.0/24,RO,
189.186.159.24,AS8151,"UNINET, MX",189.186.128.0/19,MX,
2605:6400:0030:f04d:2605:6400:0030:0030,,,,,
2605:6400:0030:f8da:02b2:a293:30ad:506d,,,,,
2620:018c:0000:0192:0000:0000:00e0:0195,,,,,
38.135.24.120,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
176.65.149.96,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.149.0/24,DE,
91.206.26.26,AS51290,"HOSTEAM-AS, PL",91.206.26.0/24,PL,
185.247.184.105,AS215540,"GCS-AS, GB",185.247.184.0/24,RU,
2a02:c204:2261:2270:0000:0000:0000:0001,,,,,
2602:f6f6:0002:bab9:0000:0000:0000:0001,,,,,
193.26.115.140,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",193.26.115.0/24,NL,
2a0f:df00:0000:0255:0000:0000:0000:0205,,,,,
192.76.160.141,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
185.220.101.146,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:1b60:0003:0221:4134:0101:0000:0001,,,,,
2a14:67c1:b511:dead:0000:0000:0000:0001,,,,,
2001:067c:289c:0002:0000:0000:0000:0037,,,,,
109.70.100.1,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
192.76.153.253,AS60404,"LITESERVER, NL",192.76.153.0/24,NL,
2620:0007:6001:0000:0000:0000:0000:0120,,,,,
2a03:4000:0017:0a15:d4db:fbff:fef4:8b7b,,,,,
23.137.248.100,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.248.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0165,,,,,
194.15.112.133,AS213354,"INTERNATIONAL-HOSTING-SOLUTIONS-AS EU DC route, GB",194.15.112.0/24,GB,
178.218.144.99,AS212508,"LOWHOSTING-AS, IT",178.218.144.0/24,US,
45.84.107.128,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
23.129.64.224,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.175,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
151.242.242.45,AS270013,J AND J SPA INFOFRACTAL,151.242.242.0/24,AE,
192.42.116.217,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0214,,,,,
5.255.119.76,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
23.129.64.165,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.160,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
180.150.226.99,AS45382,"EHOSTIDC-AS-KR Hostcenter, KR",180.150.226.0/24,KR,
45.138.16.69,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
2400:d320:2202:5765:0000:0000:0000:0001,,,,,
149.102.153.38,AS51167,"CONTABO, DE",149.102.152.0/21,US,
176.97.114.202,AS6698,"VIRTUALSYSTEMS, UA",176.97.114.0/24,UA,
107.189.1.9,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
2620:018c:0000:0192:0000:0000:00e0:0148,,,,,
37.235.49.90,AS50613,"THORDC-AS, IS",37.235.49.0/24,AT,
149.202.79.129,AS16276,"OVH, FR",149.202.0.0/16,FR,
23.129.64.198,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.80.158.27,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
77.48.28.237,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
72.14.179.10,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",72.14.176.0/20,US,
