mx_host,domain_count,primary_asn
_dc-mx.64d2f619d91d.forexscalp.ru,1,"AS211381 (PODAON, LV)"
mx1.pub.mailpod12-cph3.one.com,1,"AS51468 (ONECOM, DK)"
mail.foresmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.forisfammails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx.forextradingsystemsreviews.info,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
forgeglobal-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.forms-checker.online,1,"AS36352 (AS-COLOCROSSING - HostPapa, US)"
mail.for-all.pl,1,"AS50599 (Autonomous System for Dataspace P.S.A., PL)"
mail.formsphk.com,1,"AS47583 (AS-HOSTINGER, CY)"
mx.formtest.guru,1,"AS36352 (AS-COLOCROSSING - HostPapa, US)"
mailgw01.host.it,1,"AS47242 (HOST-SPA, IT)"
mail.formalfmk.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.formiemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
forextrust.org,1,"AS24940 (HETZNER-AS, DE)"
forthepeople-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
fortect-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.fortifmil.ru,1,"AS12586 (ASGHOSTNET, DE)"
fortheveteran-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
w01d447a.kasserver.com,1,"AS34788 (NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE)"
mail.fontimail.com,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
foss-nl.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.forumoxy.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.fortuneteomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx1.formdmail.net,1,"AS200107 (KL-EXT, CH)"
foss-pl.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.fossiliemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mailrelay.nova.gr,1,"AS25472 (WIND-AS, GR)"
fouristic-us.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mxabjm.chinaemail.cn,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
foss-de.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.fpstipscentral.xyz,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
forumbacklinks.net,1,"AS24940 (HETZNER-AS, DE)"
mail.fpsinformer.xyz,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.fpsrealm.xyz,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.fq1my2c.com,1,"AS47583 (AS-HOSTINGER, CY)"
pixel.mxrouting.net,1,"AS46261 (QUICKPACKET - QuickPacket, LLC, US)"
mail.franksresume.com,1,"AS204601 (PODAON, NL)"
inbound.homesteadmail.com,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
mx.frapmail.com,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
mail.freadingsq.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.freans.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.frednmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx.fre.fr,1,"AS35667 (XSALTO35667, FR)"
mailforward2.cloudns.net,1,"AS30633 (LEASEWEB-USA-WDC - Leaseweb USA, Inc., US)"
mail.free-temp-mail.eu.org,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.freeapi.pro.vn,1,"AS149125 (DV4S-VN 4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED, VN)"
mail.freedomainn.group,1,"AS42831 (UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB)"
mail.freefirstmail.xyz,1,"AS20473 (AS-VULTR - The Constant Company, LLC, US)"
mail1.freedomringspartnership.com,1,"AS6364 (ATLANTIC-NET-1 - Atlantic.net, Inc., US)"
freehotmail.net,1,"AS47583 (AS-HOSTINGER, CY)"
mail.freeindexer.com,1,"AS24940 (HETZNER-AS, DE)"
mx.freeemailservice.info,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.freehosting2010.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mxcorp.dca.untd.com,1,"AS13446 (AS-NETZERO - Netzero,INC., US)"
mail.freecdb.top,1,"AS15685 (CASABLANCA-AS Internet & Collocation Provider, CZ)"
mail01.freelymail.com,1,"AS36351 (SOFTLAYER - IBM Cloud, US)"
mail.luke.observer,1,"AS16276 (OVH, FR)"
ns515491.ip-192-95-29.net,1,"AS16276 (OVH, FR)"
freemail.biz.st,1,"AS16276 (OVH, FR)"
mx6.freeonlineke.com,1,
fmx.freemail.hu,1,"AS5483 (MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt., HU)"
api.freeroid.com,1,"AS24940 (HETZNER-AS, DE)"
mx.freetimer.online,1,"AS16276 (OVH, FR)"
mail.freespainmail.com,1,"AS24940 (HETZNER-AS, DE)"
mail.fregmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.freezmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.1844web.org,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
mx1.zoho.com,1,
formfree-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.fortgamer.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mx.fremontquote.com,1,"AS46475 (LIMESTONENETWORKS - Limestone Networks, Inc., US)"
mx1.freewebpages.bid,1,"AS200107 (KL-EXT, CH)"
mutant.cliffmail.com,1,"AS60404 (LITESERVER, NL)"
fortressfinancial-biz.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
fortressfinancial-co.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.frescmail.com,1,"AS12586 (ASGHOSTNET, DE)"
frmturkiye-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.708c4b7e7f7f.frm.ovh,1,"AS24940 (HETZNER-AS, DE)"
mail.fringmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.frodmail.com,1,"AS12586 (ASGHOSTNET, DE)"
forserumsif.nu,1,"AS200719 (MISSDOMAIN, SE)"
mail.frisber.co,1,"AS212317 (HETZNER-CLOUD3-AS, DE)"
mail.frontomrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.frontomaxmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.frontomaxme.ru,1,"AS12586 (ASGHOSTNET, DE)"
fr.nf,1,"AS16276 (OVH, FR)"
mail.friteuse.top,1,"AS214996 (NETCUP, DE)"
mx1.frontirenet.net,1,"AS200107 (KL-EXT, CH)"
m.oneplai.com,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mail.fran1st.com,1,"AS216475 (NKTELECOM, US)"
mptn01.mptn.org,1,"AS10753 (LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE - Level 3 Parent, LLC, US)"
frezor.io,1,"AS199968 (IWSNET, AM)"
mail.fr33mail.info,1,"AS24940 (HETZNER-AS, DE)"
fsociety.org,1,"AS36666 (GTCOMM - GloboTech Communications, CA)"
mail.frrotk.com,1,"AS24940 (HETZNER-AS, DE)"
mail.fuckingduh.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx-10.us-east.atmailcloud.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mail.fumesmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.fuhrenmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.fskatt.se,1,"AS206170 (INLEED, SE)"
fun2-biz.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.funnynona.com,1,"AS32097 (WII - WholeSale Internet, Inc., US)"
mail.funteka.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.fundacaocasagrande.org.br,1,"AS16276 (OVH, FR)"
mail.funnylala.com,1,"AS32097 (WII - WholeSale Internet, Inc., US)"
mail.mailserver.hu,1,"AS5483 (MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt., HU)"
furnitureliquidationconsultants-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx-post.furaugn.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx1.furnitureinfoguide.com,1,"AS200107 (KL-EXT, CH)"
mail1.funnymail.de,1,"AS24940 (HETZNER-AS, DE)"
furusato.tokyo,1,"AS131965 (XSERVER Xserver Inc., JP)"
futuremarketinsights-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.futurping.com,1,"AS16276 (OVH, FR)"
ailurus.de,1,"AS6724 (STRATO STRATO AG, DE)"
mx1.futuremail.info,1,"AS200107 (KL-EXT, CH)"
fuzzy-server.com,1,"AS204800 (WHG-SGP, GB)"
buttplug.ftp.sh,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mail1.bravehost.com,1,"AS174 (COGENT-174 - Cogent Communications, LLC, US)"
mail.fwfr.com,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
pmg.fws.fr,1,"AS16276 (OVH, FR)"
mail.fwxr.com,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
frostmail.fr.nf,1,"AS16276 (OVH, FR)"
fwcebook.com,1,"AS44273 (GODADDY-DNS, DE)"
mail.frgviana-nedv.ru,1,"AS209641 (I-SERVERS-EAST, GB)"
mx1.fxmail.ws,1,"AS200107 (KL-EXT, CH)"
mail.fxtubes.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.fyronex.cfd,1,"AS203446 (AS203446, GB)"
mail.fyii.de,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
cwmail.conepuppy.com,1,"AS22653 (GLOBALCOMPASS - Cyber Wurx LLC, US)"
fysiowellnessvandervelde.nl,1,"AS31477 (DUOCAST-AS, NL)"
mail.fuligimails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.fskk.pl,1,"AS50599 (Autonomous System for Dataspace P.S.A., PL)"
mail.tempmailcentral.com,1,"AS51167 (CONTABO, DE)"
mail.funadventuremail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.fullzero.com.ar,1,"AS24940 (HETZNER-AS, DE)"
g.lovepettoys.shop,1,"AS47583 (AS-HOSTINGER, CY)"
mail.funjourneymail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.g212dnk5.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.g88i.art,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
lepus.uberspace.de,1,"AS25560 (RHTEC-AS www.rh-tec.de, DE)"
mail.galaxywave.online,1,"AS203446 (AS203446, GB)"
mail2.cali.co.uk,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
galco-dev.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
inbound-smtp.region.amazonaws.com,1,
mail.galmalary.ru,1,"AS12586 (ASGHOSTNET, DE)"
gallowaybell-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.galvanomamail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.galvanoplasmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.galvanrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
galvanpro-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.galvanommails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.galvanotmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gambarupdate.com,1,"AS32097 (WII - WholeSale Internet, Inc., US)"
gambling-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.game-email.com,1,"AS215341 (HOST-ON Host-On Service Provider GmbH, DE)"
mail.game-db.top,1,"AS16125 (CHERRYSERVERS1-AS, LT)"
gamemail.space,1,"AS210976 (TWC-EU, KZ)"
mail.gamemaiil.com,1,"AS12586 (ASGHOSTNET, DE)"
mx.gamearea.site,1,"AS34119 (WILDCARD-AS Wildcard UK Limited, GB)"
mail.gamedaytshirt.com,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mxmail.gamermail.net.ua,1,"AS20473 (AS-VULTR - The Constant Company, LLC, US)"
mail.games-games.online,1,"AS965 (WEBHOSTINGHOLDINGS - Webhosting Holdings LLC, US)"
mail.gametheorylabs.com,1,"AS54641 (IMH-IAD - InMotion Hosting, Inc., US)"
mail.gamingfun.xyz,1,"AS24940 (HETZNER-AS, DE)"
mail.gamil.com,1,"AS8739 (ICDSOFT, BG)"
mail.ganglionemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gangliofml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gabox.store,1,"AS212441 (CLOUDASSETS, RU)"
mail.gabescott.co,1,"AS25532 (MASTERHOST-AS Moscow, Russia, RU)"
mail.g33k.com.ve,1,
mail.gaifx.com,1,"AS24940 (HETZNER-AS, DE)"
mail.gaeltacht.net,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mail.galamail.biz,1,"AS200303 (LUMASERV LUMASERV GmbH, DE)"
gaico.com,1,"AS22611 (INMOTION - InMotion Hosting, Inc., US)"
mail.galactomail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gaogle.com,1,"AS400754 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
esa1.hc358-86.ca.iphmx.com,1,"AS16417 (IRONPORT-SYSTEMS-INC - Cisco Systems Ironport Division, US)"
mx.ganzo-jp.com.cust.b.hostedemail.com,1,"AS32491 (TUCOWS-3 - Tucows.com Co., CA)"
mail.garbagemail.org,1,"AS21003 (GPTC-AS, LY)"
galaxim.fr.nf,1,"AS16276 (OVH, FR)"
mail.gate8.io,1,
mail.gastrodmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.gastropnefmk.com,1,"AS12586 (ASGHOSTNET, DE)"
gatamala-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.gastroenteroli.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gastroelyt.ru,1,"AS12586 (ASGHOSTNET, DE)"
gatespassadvisors-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
gate-io.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.galaxy.tv,1,"AS44476 (ZETTA-AS, BG)"
mail.gardel.org,1,"AS34762 (COMBELL-AS, BE)"
mail.gatewayrealestate.click,1,"AS51167 (CONTABO, DE)"
webmail-107.cafe24.com,1,"AS4766 (KIXS-AS-KR Korea Telecom, KR)"
_dc-mx.32da48dc7aab.gaziw.com,1,"AS16276 (OVH, FR)"
xaviestore.xyz,1,
mail.gcbcdiet.com,1,"AS14670 (WHG-USE1, GB)"
email.gdbdata.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx1.hostmailserver.com,1,"AS174 (COGENT-174 - Cogent Communications, LLC, US)"
gcmini-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mta.gcx.pl,1,"AS24940 (HETZNER-AS, DE)"
mail.domdom.hu,1,"AS15566 (INFOTECHNA Budapest, HU)"
greenpuma7.sakura.ne.jp,1,"AS9371 (SAKURA-C SAKURA Internet Inc., JP)"
mail.gdienter.com,1,"AS47583 (AS-HOSTINGER, CY)"
mxa-003f2702.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
_dc-mx.47d4e525f5d5.geburtstagsgruesse.club,1,"AS47583 (AS-HOSTINGER, CY)"
gemini-com0e.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx2.gdemoy.site,1,"AS200107 (KL-EXT, CH)"
mail.gectommail.ru,1,"AS12586 (ASGHOSTNET, DE)"
edge.gdf.it,1,"AS30722 (VODAFONE-IT-ASN, IT)"
geeker-co.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
gddp2018.edu.vn,1,"AS20068 (HAWKHOST - Hawk Host Inc., CA)"
geco-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.geicom.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
gdsland-com-au.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.geio.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mail.gecicimail.net,1,"AS42846 (GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR)"
mail.gelco.com,1,
mail.gelitik.in,1,"AS24940 (HETZNER-AS, DE)"
mx.gekco.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mxb-00306701.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
gemani-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
923584149.pamx1.hotmail.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
jones.geminicg.com,1,"AS16276 (OVH, FR)"
mx1.webh.email,1,"AS41508 (PL-IWACOM-AS, PL)"
mail.geleo.com,1,"AS37963 (ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN)"
geminj-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
inbound.registeredsite.com,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
gelarqq.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
linkfirst-smtp.linkeo.org,1,"AS15557 (LDCOMNET --- I3Dnet ---, FR)"
gemlnl-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
geminiq-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.gemsmail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
gemoni.com,1,"AS40244 (TURNKEY-INTERNET - Turnkey Internet Inc., US)"
mail.gelmini.com,1,"AS5602 (AS-IRIDEOS-KP, IT)"
mail.generalimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.generarsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail48.mydevil.net,1,"AS57367 (ECO-ATMAN-PL ECO-ATMAN-, PL)"
mail.gemsgallerythailand.ru,1,"AS210079 (EUROBYTE, RU)"
genesis-digital.net,1,"AS32475 (SINGLEHOP-LLC - Internap Holding LLC, US)"
spam.generalbiol.com,1,"AS4134 (CHINANET-BACKBONE No.31,Jin-rong Street, CN)"
lionbridge-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.genitemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.genshinzone.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.genshinguide.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.genshinplus.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.genshinfans.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mail.genshinbox.cc,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mx01.genetiklab.com,1,"AS51557 (TR-ISIMTESCIL-20201202, TR)"
genspark-ai.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.76776b8f6eb3.genzotp.com,1,"AS24940 (HETZNER-AS, DE)"
mxa-00173101.gslb.pphosted.com,1,"AS52129 (PROOFPOINT-ASN-EU, US)"
mail.geochmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geobotamail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.geochronmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.geochronomfri.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.geograpmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geodemil.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx1.genvia01.com,1,"AS200107 (KL-EXT, CH)"
mail.geometmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geomorpmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx.georgehood.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mail.geopolmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geomemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geographiruby.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.geomorp.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx01.cbsolt.net,1,"AS21056 (ASN-WELCOMEITALIA, IT)"
geoteknica-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.geomorphmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
geoinsights360.shop,1,"AS136246 (TOMATTOSTL-AS-AP Tomattos Technologies Ltd., BD)"
germanozd.com,1,"AS47583 (AS-HOSTINGER, CY)"
mx.germanmails.biz,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.gesticulfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx2.get-more-leads-now.com,1,"AS200107 (KL-EXT, CH)"
mail.getairmail.com,1,"AS16276 (OVH, FR)"
mail.gastroduodemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.getburner.email,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
malibuzz.gaynewworkforce.com,1,"AS51167 (CONTABO, DE)"
mail.getanswer.gettravellersrest.click,1,"AS51167 (CONTABO, DE)"
mxa-0049a501.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
getemails.uk,1,"AS49467 (EUROTA-ASN EUROTA INTERNET SERVICES LTD, TR)"
mail.getnada.com,1,"AS16276 (OVH, FR)"
getours-com-au.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
getimel.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.gettempmail.com,1,"AS48282 (VDSINA-AS, RU)"
mail.getmule.com,1,"AS16276 (OVH, FR)"
mail.gettravellersrest.click,1,"AS51167 (CONTABO, DE)"
mail.geeco.com,1,"AS22611 (INMOTION - InMotion Hosting, Inc., US)"
mail.getmails.eu,1,"AS24940 (HETZNER-AS, DE)"
getwellsoon-co-uk.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.geumatophobia.com,1,"AS12586 (ASGHOSTNET, DE)"
gfbysaints.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.getwisetransfer.click,1,"AS51167 (CONTABO, DE)"
mx.gfgfgf.org,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.getyourmojo.co,1,"AS51167 (CONTABO, DE)"
dedi8411.your-server.de,1,"AS24940 (HETZNER-AS, DE)"
mx0.gemsofaspen.com,1,"AS16276 (OVH, FR)"
my-mx.email-protect.gosecure.net,1,"AS29909 (METROOPTIC - Metro Optic, CA)"
geldwaschmaschine.de,1,"AS51191 (XIRRA, DE)"
mail.genderuzsk.com,1,"AS47583 (AS-HOSTINGER, CY)"
feedback-smtp.eu-west-1.amazonses.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
gfree.fr,1,"AS16276 (OVH, FR)"
mail.generalml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.generalizmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.gemail.ru,1,"AS197695 (AS-REG, RU)"
mail.ggezmail.com,1,"AS12586 (ASGHOSTNET, DE)"
gemini4.com,1,"AS201200 (SUPERHOSTING_AS, BG)"
w017995f.kasserver.com,1,"AS34788 (NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE)"
mail.ghanalandbank.com,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
mail.ggvgmail.com,1,"AS12586 (ASGHOSTNET, DE)"
ggmail.biz.st,1,"AS16276 (OVH, FR)"
mail.ghostbin.cfd,1,"AS24940 (HETZNER-AS, DE)"
mail.ghymail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
gide-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.giantmaiil.com,1,"AS12586 (ASGHOSTNET, DE)"
ghad.net,1,"AS398395 (LEVELONESERVERS - PureVoltage Hosting Inc., US)"
mail.gidrantmail.com,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.44a5909276f2.gicik.net,1,"AS200223 (ETHERON, NL)"
gifto12.com,1,"AS47583 (AS-HOSTINGER, CY)"
giftya-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
gijode.click,1,"AS20068 (HAWKHOST - Hawk Host Inc., CA)"
